name,description,category,muscle_group,muscle,equipment,tutorial_link
Hex Bar Deadlift - Gethin Variation,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifterâ€™s center of gravity, rather than placing it in front of their body. The trap bar deadlift can be trained in traditional strength and muscle-focused rep range, or for higher reps. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstring, lower back, lats, upper back, and grip.",Strength,Lower Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Other,
ACFT Low-handle trap bar deadlift,"The low-handle trap bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. This specific exercise is part of the new Army Combat Fitness Test or ACFT. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Lower Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Other,
Seated cable deadlift,"The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.",Strength,Lower Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Cable,
Cable stiff-legged deadlift,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.",Strength,Lower Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Cable,
Single-leg cable stiff-legged deadlift,"The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.",Strength,Lower Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Cable,
Partner side plank band row,The partner side plank band row is an abdominal exercise where two partners perform side planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.,Strength,Middle Back,"Rectus Abdominis, Transverse Abdominis",Bands,
Band-assisted chin-up,"The band-assisted chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Strength,Middle Back,"Biceps Brachii, Latissimus Dorsi",Bands,
Band bent-over row,"The band bent-over row is an exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. Bands provide dynamic resistance and can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Bands,
Heavy band bent-over row,"The heavy band bent-over row is a variation of the popular barbell exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lats), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Bands,
Reverse-grip bent-over row,"The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
One-Arm Long Bar Row,"The single-arm landmine bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. It utilizes a landmine device which anchors one end of the barbell near the ground, but could also be approximated by placing the barbell in the corner of a room.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
Bent Over Barbell Row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
Pendlay Row,"The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
Barbell seal row,"The barbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
Barbell Deadlift Bent Row Complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Strength,Middle Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Barbell,
TBS Deficit Deadlift,The barbell deficit deadlift is a compound exercise targeting the posterior chain.,Strength,Middle Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Barbell,
Bent-Over Barbell Row - Gethin Variation,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
Barbell bent-over row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Barbell,
Barbell deadlift bent-over row complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Strength,Middle Back,"Erector Spinae, Gluteus Maximus, Hamstrings",Barbell,
Kettlebell alternating renegade row,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Strength,Middle Back,"Latissimus Dorsi, Rhomboids, Biceps Brachii",Kettlebells,
